"subscription_id","account_id","start_date","end_date","is_active","plan_tier","billing_frequency","seats","mrr_amount","arr_amount","is_trial","upgrade_flag","downgrade_flag","churn_flag","signup_date","country","industry","channel"
S-ccf9c8,A-956988,2024-12-14,,1,Basic,monthly,1,19,228,false,false,false,false,2024-11-30,UK,EdTech,ads
S-8eff6d,A-9b9fe9,2023-11-20,,1,Pro,annual,9,441,5292,false,false,true,false,2023-09-28,AU,EdTech,other
S-927235,A-e61e98,2024-01-15,,1,Basic,monthly,19,361,4332,false,false,false,false,2023-10-20,US,FinTech,partner
S-0ff1eb,A-cb5333,2024-09-30,,1,Enterprise,monthly,33,6567,78804,false,false,false,false,2024-03-26,US,DevTools,ads
S-c287ef,A-6dee43,2024-07-29,,1,Basic,annual,23,437,5244,false,false,false,false,2023-08-12,UK,FinTech,other
S-8eb955,A-bcbe98,2024-08-09,,1,Basic,monthly,46,874,10488,false,false,false,false,2024-07-29,US,Cybersecurity,other
S-0891f1,A-e1b9cd,2024-01-03,,1,Basic,annual,40,760,9120,false,false,true,false,2023-02-26,US,DevTools,event
S-266ada,A-794a0b,2024-06-24,,1,Pro,monthly,23,1127,13524,false,false,false,false,2023-06-02,DE,HealthTech,organic
S-e50f43,A-4a4c2d,2023-09-20,,1,Enterprise,annual,54,10746,128952,false,false,false,false,2023-05-02,US,DevTools,event
S-3647aa,A-94d3da,2023-09-09,,1,Pro,monthly,41,0,0,true,false,false,false,2023-05-03,US,HealthTech,other
S-cfb886,A-54d94a,2024-12-19,,1,Pro,annual,27,1323,15876,false,false,false,false,2023-05-01,IN,Cybersecurity,event
S-15d2d2,A-96bbc6,2024-06-07,,1,Enterprise,monthly,39,7761,93132,false,false,false,false,2024-05-07,US,Cybersecurity,organic
S-462bd2,A-e7a1e2,2024-10-23,,1,Enterprise,annual,3,0,0,true,false,false,false,2024-06-23,US,Cybersecurity,event
S-83e7bb,A-781cc0,2024-10-09,,1,Pro,annual,16,0,0,true,true,false,false,2024-09-04,US,EdTech,organic
S-5178de,A-e61e98,2023-12-06,,1,Pro,annual,40,1960,23520,false,false,false,false,2023-10-20,US,FinTech,partner
S-375190,A-d4ac0e,2024-06-01,,1,Pro,monthly,25,1225,14700,false,false,false,false,2024-04-20,UK,DevTools,ads
S-2c5e1c,A-4814a3,2024-12-08,,1,Enterprise,monthly,87,17313,207756,false,false,true,false,2024-09-17,IN,Cybersecurity,event
S-84e146,A-d82ef9,2024-07-21,2024-11-24,0,Basic,monthly,53,1007,12084,false,false,false,true,2024-07-02,UK,EdTech,other
S-5fea89,A-2e3bad,2023-08-19,,1,Enterprise,monthly,61,12139,145668,false,false,false,false,2023-08-13,CA,FinTech,other
S-a18bb2,A-09540c,2024-12-22,,1,Pro,monthly,67,3283,39396,false,false,false,false,2023-10-30,CA,Cybersecurity,event
S-41d4ca,A-90a8c8,2024-09-19,,1,Pro,monthly,21,0,0,true,true,false,false,2024-08-24,AU,FinTech,organic
S-c6acda,A-1e1b80,2024-07-10,,1,Enterprise,annual,50,0,0,true,false,false,false,2023-09-12,CA,FinTech,other
S-918151,A-855a48,2024-05-29,,1,Enterprise,annual,27,5373,64476,false,false,false,false,2023-12-22,US,EdTech,partner
S-38a5fb,A-6843f2,2024-12-14,,1,Enterprise,monthly,21,4179,50148,false,false,false,false,2024-12-10,CA,HealthTech,ads
S-dea1f5,A-bb1eaa,2024-07-14,,1,Basic,annual,21,399,4788,false,false,true,false,2024-06-11,US,Cybersecurity,organic
S-fee7b2,A-1986ca,2024-05-07,,1,Enterprise,monthly,31,6169,74028,false,true,false,false,2023-01-30,IN,HealthTech,ads
S-875645,A-2d1036,2024-09-24,,1,Basic,monthly,69,1311,15732,false,false,false,false,2024-06-14,US,FinTech,ads
S-f018e9,A-019782,2024-06-25,,1,Basic,annual,14,266,3192,false,false,false,false,2023-04-19,FR,DevTools,event
S-8a74bb,A-ac9111,2024-10-30,,1,Enterprise,monthly,36,0,0,true,false,false,false,2023-08-12,US,HealthTech,event
S-2aa395,A-c45b23,2024-07-31,,1,Basic,monthly,5,95,1140,false,false,false,false,2023-12-08,UK,FinTech,partner
S-7de656,A-f17767,2023-02-15,2023-08-25,0,Pro,annual,14,686,8232,false,false,false,true,2023-01-30,US,DevTools,event
S-f2ccdd,A-956988,2024-12-30,,1,Enterprise,annual,32,6368,76416,false,false,false,false,2024-11-30,UK,EdTech,ads
S-e2fd71,A-158f4e,2023-11-29,,1,Basic,monthly,61,1159,13908,false,false,false,false,2023-03-03,IN,FinTech,other
S-9b493e,A-5b051a,2024-11-23,,1,Basic,monthly,22,418,5016,false,false,false,false,2024-08-05,US,Cybersecurity,event
S-742e23,A-aa9511,2024-06-23,,1,Pro,annual,23,1127,13524,false,false,false,false,2023-10-10,US,DevTools,other
S-e7fe6f,A-35083d,2024-07-22,,1,Pro,annual,42,2058,24696,false,true,false,false,2023-04-28,IN,HealthTech,partner
S-2940a5,A-b2225d,2024-04-02,,1,Enterprise,annual,47,0,0,true,false,true,false,2024-03-08,US,FinTech,ads
S-0fc93f,A-5fe118,2024-12-04,,1,Basic,annual,39,741,8892,false,false,false,false,2024-11-07,US,Cybersecurity,other
S-81a509,A-8b25f2,2024-09-10,,1,Basic,annual,11,209,2508,false,true,false,false,2024-02-17,US,Cybersecurity,ads
S-62f5b1,A-20736a,2024-11-23,,1,Enterprise,annual,50,9950,119400,false,true,false,false,2024-03-16,IN,EdTech,organic
S-a801d1,A-4c38bc,2024-04-03,,1,Enterprise,monthly,36,7164,85968,false,false,false,false,2024-03-09,UK,HealthTech,event
S-ad1e4a,A-d3c88e,2024-11-01,,1,Basic,monthly,16,0,0,true,true,false,false,2024-10-18,US,DevTools,event
S-ad3ef7,A-35083d,2023-06-03,,1,Enterprise,annual,19,0,0,true,false,false,false,2023-04-28,IN,HealthTech,partner
S-a5a40b,A-180abf,2023-09-16,2023-11-06,0,Enterprise,annual,64,12736,152832,false,false,false,true,2023-08-14,US,DevTools,event
S-05b245,A-e61e98,2024-09-01,,1,Enterprise,annual,34,6766,81192,false,false,false,false,2023-10-20,US,FinTech,partner
S-3cc641,A-3be56b,2024-05-14,,1,Basic,monthly,7,133,1596,false,true,false,false,2023-10-26,IN,HealthTech,event
S-f973d4,A-5247b3,2024-07-27,,1,Pro,monthly,24,1176,14112,false,true,false,false,2024-03-12,UK,FinTech,partner
S-f25e72,A-66224b,2024-11-13,,1,Pro,annual,92,4508,54096,false,false,false,false,2024-10-18,US,HealthTech,other
S-4f81c2,A-ed510f,2024-09-18,,1,Pro,monthly,42,2058,24696,false,false,false,false,2023-01-17,IN,Cybersecurity,partner
S-b65ff3,A-c37601,2024-11-11,,1,Enterprise,annual,6,1194,14328,false,false,false,false,2024-10-31,US,EdTech,partner
S-5f5b36,A-d42431,2024-08-26,,1,Enterprise,monthly,22,4378,52536,false,false,false,false,2024-06-09,FR,FinTech,ads
S-e5c35c,A-66224b,2024-11-27,,1,Enterprise,monthly,92,18308,219696,false,false,false,false,2024-10-18,US,HealthTech,other
S-bc66af,A-157070,2024-02-12,2024-10-02,0,Pro,monthly,18,882,10584,false,false,false,true,2023-11-09,US,FinTech,ads
S-eff39c,A-118f1c,2024-10-31,,1,Enterprise,annual,32,6368,76416,false,false,false,false,2024-10-31,US,Cybersecurity,other
S-3c0075,A-9123ac,2024-05-27,,1,Basic,monthly,11,209,2508,false,false,false,false,2023-06-20,DE,Cybersecurity,organic
S-aaaa83,A-712533,2024-04-26,,1,Basic,monthly,45,0,0,true,false,false,false,2023-07-31,US,EdTech,organic
S-a09141,A-e3bd71,2023-04-03,,1,Enterprise,annual,31,6169,74028,false,false,false,false,2023-03-25,US,Cybersecurity,partner
S-19edee,A-55f257,2024-08-19,,1,Enterprise,monthly,21,4179,50148,false,false,false,false,2023-12-21,US,FinTech,organic
S-6f0169,A-86cdb4,2024-10-23,2024-11-06,0,Pro,monthly,3,147,1764,false,false,false,true,2024-09-22,DE,DevTools,partner
S-bfdb45,A-cb6cc6,2023-04-20,,1,Enterprise,annual,13,0,0,true,false,false,false,2023-04-03,US,DevTools,ads
S-9da0f3,A-1d5444,2024-05-13,,1,Enterprise,monthly,41,8159,97908,false,true,false,false,2024-01-18,US,Cybersecurity,partner
S-68adfa,A-7f29a7,2024-10-06,,1,Basic,monthly,41,0,0,true,false,false,false,2024-09-18,UK,Cybersecurity,event
S-fcd231,A-712426,2024-12-31,,1,Enterprise,annual,63,0,0,true,false,false,false,2024-11-10,US,HealthTech,other
S-9a1e04,A-de24d5,2024-12-06,,1,Enterprise,annual,5,995,11940,false,false,false,false,2024-11-05,US,DevTools,other
S-38b3b4,A-533452,2024-11-28,,1,Enterprise,annual,26,5174,62088,false,false,false,false,2024-11-12,AU,DevTools,organic
S-b69fa2,A-029f69,2024-09-09,,1,Pro,monthly,27,1323,15876,false,false,false,false,2024-03-07,CA,Cybersecurity,event
S-a924c2,A-3cc791,2024-07-08,,1,Pro,annual,6,294,3528,false,false,false,false,2024-01-10,US,EdTech,other
S-05553e,A-bc87bc,2024-11-26,,1,Enterprise,annual,31,6169,74028,false,false,false,false,2024-07-17,US,FinTech,event
S-6ace80,A-6f8ad2,2024-09-16,,1,Enterprise,monthly,7,1393,16716,false,false,false,false,2024-07-09,IN,EdTech,organic
S-0b2faf,A-c45b23,2024-07-05,,1,Basic,monthly,15,0,0,true,false,false,false,2023-12-08,UK,FinTech,partner
S-c01d79,A-296d7c,2024-07-19,,1,Basic,monthly,24,0,0,true,false,false,false,2023-11-08,DE,DevTools,other
S-df69fe,A-e7a1e2,2024-12-29,,1,Enterprise,annual,44,8756,105072,false,false,false,false,2024-06-23,US,Cybersecurity,event
S-f9d635,A-a1b80b,2024-03-11,,1,Enterprise,monthly,52,10348,124176,false,false,false,false,2023-11-27,US,HealthTech,organic
S-d96652,A-503d5a,2024-05-01,,1,Enterprise,monthly,7,0,0,true,false,false,false,2023-10-21,US,FinTech,other
S-869bba,A-b9f5b1,2023-10-31,,1,Enterprise,annual,15,0,0,true,false,false,false,2023-01-24,US,Cybersecurity,other
S-7c1eb9,A-d3c88e,2024-12-24,,1,Basic,annual,21,399,4788,false,false,false,false,2024-10-18,US,DevTools,event
S-3f00dc,A-6f50ae,2024-09-02,,1,Pro,annual,19,931,11172,false,false,false,false,2023-09-21,US,FinTech,partner
S-60ea07,A-3be56b,2024-08-22,,1,Pro,annual,14,686,8232,false,false,false,false,2023-10-26,IN,HealthTech,event
S-7052a5,A-d5a319,2023-11-15,,1,Basic,annual,16,304,3648,false,false,false,false,2023-05-04,US,FinTech,other
S-1b713e,A-1d5444,2024-11-26,,1,Basic,annual,24,0,0,true,true,false,false,2024-01-18,US,Cybersecurity,partner
S-63e79e,A-7c5768,2024-10-20,,1,Enterprise,annual,25,0,0,true,false,false,false,2024-03-02,UK,HealthTech,event
S-a54fb2,A-8ae05d,2024-06-01,,1,Basic,annual,86,1634,19608,false,false,false,false,2024-04-06,IN,FinTech,other
S-07734f,A-b7ef83,2024-11-20,,1,Basic,annual,8,152,1824,false,false,false,false,2024-05-29,UK,Cybersecurity,partner
S-6015db,A-b179bf,2024-11-15,,1,Enterprise,annual,43,8557,102684,false,false,false,false,2024-10-27,IN,Cybersecurity,ads
S-1e3a06,A-2b9d3e,2024-12-26,,1,Enterprise,monthly,2,398,4776,false,false,false,false,2023-06-04,US,EdTech,partner
S-82a67a,A-712426,2024-12-11,2024-12-13,0,Pro,annual,15,735,8820,false,false,false,true,2024-11-10,US,HealthTech,other
S-531e3a,A-e5d6ab,2024-07-22,,1,Basic,monthly,39,741,8892,false,false,false,false,2023-04-15,US,EdTech,partner
S-7d8dde,A-3932db,2024-11-29,,1,Enterprise,monthly,35,6965,83580,false,false,false,false,2023-10-04,CA,HealthTech,other
S-f00f7e,A-35083d,2024-09-09,,1,Pro,monthly,25,1225,14700,false,false,false,false,2023-04-28,IN,HealthTech,partner
S-92f78a,A-6e08f3,2024-02-22,,1,Enterprise,monthly,11,2189,26268,false,false,false,false,2023-02-27,US,Cybersecurity,event
S-1200b3,A-32fb14,2023-11-19,,1,Basic,annual,26,494,5928,false,false,false,false,2023-03-07,US,DevTools,event
S-e2799b,A-4c56c9,2024-05-13,,1,Enterprise,monthly,13,2587,31044,false,false,false,false,2023-12-20,US,FinTech,partner
S-155b3e,A-18793f,2024-12-19,,1,Enterprise,annual,148,29452,353424,false,false,false,false,2024-12-18,US,EdTech,organic
S-691bff,A-9174e0,2024-12-27,,1,Basic,annual,37,703,8436,false,false,false,false,2024-12-04,US,Cybersecurity,partner
S-5ddf8d,A-7f6b86,2024-12-06,,1,Basic,annual,45,855,10260,false,false,false,false,2023-08-24,US,HealthTech,partner
S-57019e,A-ad296b,2024-07-23,,1,Pro,annual,38,0,0,true,false,false,false,2024-07-15,AU,DevTools,event
S-36480d,A-52dd88,2024-12-04,,1,Pro,annual,30,1470,17640,false,false,false,false,2023-02-21,US,Cybersecurity,ads
S-ad7716,A-af0cd2,2023-04-13,,1,Pro,annual,19,931,11172,false,false,false,false,2023-01-03,IN,Cybersecurity,other
S-6cd38d,A-202b67,2024-08-28,,1,Basic,annual,22,418,5016,false,false,false,false,2024-03-22,US,HealthTech,organic
S-88c79e,A-e3bd71,2024-02-18,2024-04-29,0,Enterprise,monthly,31,6169,74028,false,false,false,true,2023-03-25,US,Cybersecurity,partner
S-42fb01,A-bece89,2024-02-08,,1,Pro,monthly,28,1372,16464,false,false,false,false,2023-12-01,IN,Cybersecurity,event
S-393c51,A-ba6516,2024-04-02,,1,Basic,annual,27,513,6156,false,false,true,false,2023-10-29,US,FinTech,ads
S-29ec80,A-625d0b,2024-12-29,,1,Enterprise,annual,9,1791,21492,false,false,false,false,2024-09-02,AU,EdTech,ads
S-9bf16e,A-533452,2024-11-23,2024-12-20,0,Pro,monthly,9,441,5292,false,false,false,true,2024-11-12,AU,DevTools,organic
S-5d5a8d,A-2922b6,2024-12-17,2024-12-28,0,Pro,annual,15,735,8820,false,false,false,true,2024-11-14,US,HealthTech,organic
S-b18d59,A-bd4708,2024-10-20,,1,Pro,annual,37,1813,21756,false,false,false,false,2024-07-21,US,FinTech,ads
S-56cb4f,A-cab532,2024-07-23,,1,Pro,annual,23,1127,13524,false,false,false,false,2023-04-03,FR,DevTools,organic
S-3fa87d,A-81edc3,2023-11-13,,1,Enterprise,monthly,5,995,11940,false,false,false,false,2023-10-30,IN,Cybersecurity,ads
S-96e3e8,A-d3c88e,2024-12-10,,1,Basic,monthly,16,304,3648,false,true,false,false,2024-10-18,US,DevTools,event
S-b834a9,A-dcc3f1,2024-05-29,,1,Basic,annual,26,494,5928,false,false,false,false,2023-12-27,US,HealthTech,event
S-7452a4,A-118d55,2024-12-30,2024-12-31,0,Enterprise,monthly,29,5771,69252,false,false,false,true,2024-10-22,US,Cybersecurity,organic
S-7b65f4,A-7f29a7,2024-11-07,2024-12-02,0,Basic,monthly,41,779,9348,false,false,false,true,2024-09-18,UK,Cybersecurity,event
S-a3300f,A-81edc3,2024-12-16,,1,Enterprise,annual,5,995,11940,false,false,false,false,2023-10-30,IN,Cybersecurity,ads
S-a9b904,A-7641d3,2023-04-12,,1,Basic,monthly,8,152,1824,false,false,false,false,2023-02-16,US,EdTech,partner
S-43b6e9,A-bbc346,2024-12-13,,1,Enterprise,monthly,27,5373,64476,false,false,false,false,2024-08-29,US,FinTech,partner
S-eec4d5,A-0532a9,2024-12-10,,1,Basic,annual,19,361,4332,false,false,false,false,2024-09-25,IN,FinTech,event
S-7ac30a,A-54ecc2,2024-10-16,,1,Enterprise,annual,5,995,11940,false,false,false,false,2023-06-11,US,Cybersecurity,partner
S-c696fa,A-db5e9e,2024-11-12,,1,Basic,monthly,9,171,2052,false,false,false,false,2024-11-09,US,DevTools,partner
S-86ed20,A-3f9cc0,2024-07-25,,1,Enterprise,monthly,22,4378,52536,false,false,false,false,2024-06-03,US,HealthTech,event
S-dda681,A-8bde0c,2024-12-21,,1,Pro,monthly,12,588,7056,false,false,false,false,2024-11-04,US,DevTools,organic
S-88d746,A-0aaf6e,2024-12-26,,1,Enterprise,monthly,18,3582,42984,false,false,false,false,2024-05-11,US,FinTech,organic
S-fc01ba,A-ba6516,2024-09-14,,1,Pro,monthly,35,0,0,true,false,true,false,2023-10-29,US,FinTech,ads
S-0586ad,A-7920cc,2024-07-28,,1,Enterprise,monthly,39,7761,93132,false,false,false,false,2023-11-23,FR,Cybersecurity,ads
S-24631a,A-4d1e75,2024-09-07,,1,Basic,monthly,20,380,4560,false,false,false,false,2024-08-21,US,DevTools,other
S-3d0e5c,A-dcc2f0,2023-11-22,,1,Enterprise,monthly,19,0,0,true,false,false,false,2023-07-22,UK,FinTech,organic
S-519509,A-1ac5e0,2024-11-15,,1,Basic,annual,33,627,7524,false,false,false,false,2024-10-20,US,DevTools,event
S-8b9deb,A-6c093d,2024-09-12,2024-11-01,0,Pro,monthly,7,343,4116,false,false,false,true,2023-04-14,US,DevTools,partner
S-31178d,A-b7ef83,2024-06-29,,1,Pro,annual,26,1274,15288,false,false,false,false,2024-05-29,UK,Cybersecurity,partner
S-b29d83,A-51ec1b,2024-02-10,,1,Basic,annual,11,209,2508,false,false,false,false,2023-11-08,US,DevTools,ads
S-a384d2,A-d62e02,2024-12-10,,1,Enterprise,monthly,21,4179,50148,false,false,false,false,2024-08-20,US,Cybersecurity,partner
S-a61485,A-d922bf,2023-11-21,,1,Enterprise,monthly,32,6368,76416,false,false,false,false,2023-09-08,US,HealthTech,ads
S-d1f12e,A-3a5ad8,2024-02-15,,1,Enterprise,monthly,31,6169,74028,false,false,false,false,2023-12-05,US,HealthTech,organic
S-021985,A-66224b,2024-12-22,2024-12-30,0,Enterprise,monthly,92,18308,219696,false,false,false,true,2024-10-18,US,HealthTech,other
S-6cb472,A-922109,2024-09-27,,1,Pro,annual,8,392,4704,false,false,false,false,2024-01-26,US,Cybersecurity,ads
S-fdb8f1,A-09316c,2024-09-23,,1,Enterprise,annual,70,13930,167160,false,false,false,false,2024-09-11,AU,FinTech,organic
S-d9d52b,A-22d9d2,2024-08-09,,1,Pro,annual,30,1470,17640,false,false,false,false,2024-03-22,FR,DevTools,event
S-6754a4,A-1f559b,2024-10-17,,1,Basic,annual,10,190,2280,false,false,false,false,2023-09-04,US,HealthTech,organic
S-b11cdb,A-05d3b3,2024-08-05,2024-08-12,0,Basic,annual,24,456,5472,false,false,false,true,2023-05-28,AU,DevTools,ads
S-a84e7f,A-e89151,2023-11-14,,1,Enterprise,annual,8,1592,19104,false,false,false,false,2023-09-14,UK,FinTech,organic
S-4f3f73,A-1b9609,2024-08-04,2024-08-12,0,Pro,annual,4,196,2352,false,false,false,true,2023-10-12,IN,EdTech,ads
S-164594,A-c42f1f,2024-10-26,,1,Basic,annual,15,285,3420,false,false,false,false,2024-07-28,US,HealthTech,other
S-aef18a,A-4a267b,2024-11-06,,1,Pro,annual,25,0,0,true,true,false,false,2024-05-05,US,FinTech,other
S-16dc40,A-ce550d,2024-11-16,,1,Pro,monthly,51,2499,29988,false,true,false,false,2024-10-27,US,HealthTech,event
S-a8299c,A-e60f9d,2024-12-03,,1,Enterprise,monthly,29,5771,69252,false,false,false,false,2024-08-26,US,FinTech,other
S-842582,A-104f1a,2024-09-24,,1,Pro,annual,45,0,0,true,false,false,false,2024-08-17,US,Cybersecurity,other
S-6956dc,A-40906c,2024-06-06,,1,Pro,annual,92,4508,54096,false,false,false,false,2024-03-27,US,EdTech,ads
S-2aad81,A-700ade,2024-11-25,,1,Basic,annual,7,133,1596,false,false,false,false,2024-10-31,UK,Cybersecurity,organic
S-f09511,A-4437e4,2024-05-14,,1,Enterprise,monthly,3,597,7164,false,true,false,false,2023-09-16,US,Cybersecurity,event
S-52d03a,A-342303,2024-11-30,,1,Enterprise,annual,10,0,0,true,false,false,false,2024-03-16,US,EdTech,other
S-70b537,A-526d93,2024-09-26,,1,Enterprise,annual,43,8557,102684,false,true,false,false,2024-04-14,FR,HealthTech,organic
S-8e7d28,A-7f6b86,2024-07-05,,1,Pro,monthly,45,0,0,true,false,false,false,2023-08-24,US,HealthTech,partner
S-3128b4,A-30b4ca,2024-05-27,,1,Enterprise,monthly,86,17114,205368,false,false,false,false,2024-05-20,IN,EdTech,organic
S-ce9977,A-42e5e1,2024-08-02,,1,Enterprise,monthly,53,0,0,true,true,false,false,2024-07-09,US,DevTools,ads
S-16486d,A-0651a4,2024-12-15,,1,Pro,monthly,16,784,9408,false,false,false,false,2024-10-16,FR,HealthTech,organic
S-c5835c,A-812c5b,2024-06-25,,1,Basic,monthly,55,0,0,true,false,false,false,2024-02-25,CA,DevTools,organic
S-890baf,A-6e7827,2024-04-22,,1,Pro,monthly,3,147,1764,false,false,false,false,2023-03-26,US,DevTools,other
S-ec0efa,A-45ce7a,2024-04-04,,1,Basic,monthly,22,418,5016,false,false,false,false,2023-07-23,US,FinTech,ads
S-09ada1,A-87aa7b,2024-11-23,,1,Basic,annual,24,456,5472,false,false,false,false,2024-05-16,US,HealthTech,organic
S-2ecaea,A-756192,2024-06-28,,1,Enterprise,monthly,25,4975,59700,false,false,false,false,2023-06-11,IN,FinTech,other
S-0d86a4,A-700ade,2024-11-11,,1,Pro,monthly,12,588,7056,false,false,false,false,2024-10-31,UK,Cybersecurity,organic
S-a2f231,A-1f559b,2024-04-21,,1,Pro,monthly,59,2891,34692,false,false,false,false,2023-09-04,US,HealthTech,organic
S-dbcf87,A-a8d89d,2024-09-26,,1,Enterprise,monthly,13,2587,31044,false,false,false,false,2023-12-08,US,EdTech,ads
S-d6e421,A-fd7ad3,2024-11-17,,1,Pro,annual,10,0,0,true,false,false,false,2024-11-01,US,Cybersecurity,event
S-50815c,A-e3bd71,2024-01-11,,1,Basic,monthly,31,589,7068,false,false,false,false,2023-03-25,US,Cybersecurity,partner
S-25ec8c,A-6965e1,2024-12-05,,1,Pro,monthly,16,0,0,true,false,false,false,2024-11-25,US,DevTools,organic
S-180b6c,A-f3ff05,2024-12-02,,1,Basic,monthly,30,570,6840,false,false,false,false,2024-07-06,IN,FinTech,other
S-ae20d8,A-9289f6,2023-07-04,2023-07-09,0,Basic,annual,12,228,2736,false,true,false,true,2023-05-31,US,EdTech,event
S-cb3c72,A-69b156,2024-06-16,,1,Enterprise,monthly,13,2587,31044,false,false,false,false,2023-11-21,US,EdTech,other
S-7bb339,A-fa3095,2023-12-06,,1,Enterprise,annual,70,13930,167160,false,false,false,false,2023-09-03,US,FinTech,ads
S-374d5f,A-fabe19,2024-11-24,,1,Enterprise,annual,5,995,11940,false,false,false,false,2024-11-11,UK,DevTools,ads
S-2f7250,A-3ce5b8,2024-03-05,,1,Pro,monthly,36,1764,21168,false,false,false,false,2023-09-07,IN,FinTech,ads
S-1d081a,A-ad3abd,2023-05-10,2024-07-20,0,Pro,annual,44,2156,25872,false,false,false,true,2023-03-03,US,FinTech,event
S-0e9f04,A-7c83a1,2024-05-24,,1,Enterprise,monthly,12,2388,28656,false,false,false,false,2024-05-06,US,Cybersecurity,partner
S-d7163c,A-118d55,2024-12-27,,1,Pro,monthly,11,539,6468,false,false,true,false,2024-10-22,US,Cybersecurity,organic
S-3bdedd,A-378b99,2024-11-03,,1,Basic,monthly,59,1121,13452,false,false,false,false,2024-09-01,UK,EdTech,ads
S-14a95a,A-ffc04f,2024-10-22,,1,Pro,monthly,20,980,11760,false,false,false,false,2024-06-06,US,EdTech,ads
S-f15008,A-0aaf6e,2024-12-07,2024-12-15,0,Pro,annual,12,588,7056,false,false,false,true,2024-05-11,US,FinTech,organic
S-c76699,A-f9cc74,2024-11-26,,1,Basic,monthly,30,570,6840,false,false,false,false,2024-10-12,FR,DevTools,partner
S-7456c5,A-8ae3fc,2024-09-09,,1,Basic,monthly,9,171,2052,false,false,false,false,2024-06-28,CA,DevTools,ads
S-947b62,A-34ea2f,2024-12-25,,1,Enterprise,annual,16,3184,38208,false,false,false,false,2024-08-15,US,HealthTech,organic
S-7b2efe,A-af0cd2,2024-09-27,,1,Basic,monthly,19,361,4332,false,false,false,false,2023-01-03,IN,Cybersecurity,other
S-92421b,A-4e631b,2024-11-12,,1,Pro,monthly,22,0,0,true,false,false,false,2024-03-16,US,FinTech,other
S-ede618,A-463db0,2024-12-15,,1,Pro,annual,15,735,8820,false,false,false,false,2024-12-05,US,HealthTech,partner
S-65b963,A-e888d1,2024-03-04,,1,Basic,monthly,22,0,0,true,false,false,false,2023-03-28,US,Cybersecurity,other
S-adbb41,A-9289f6,2024-12-11,,1,Enterprise,annual,24,0,0,true,false,false,false,2023-05-31,US,EdTech,event
S-ce6528,A-4a4c2d,2023-07-04,,1,Basic,annual,54,1026,12312,false,false,false,false,2023-05-02,US,DevTools,event
S-c45df0,A-a45270,2024-11-15,,1,Enterprise,monthly,3,597,7164,false,false,false,false,2024-06-24,US,HealthTech,ads
S-faee8b,A-56962b,2024-05-15,,1,Pro,monthly,163,0,0,true,false,false,false,2024-04-09,UK,EdTech,partner
S-9bb9da,A-0be015,2024-12-24,,1,Pro,monthly,26,0,0,true,false,false,false,2024-10-15,US,FinTech,event
S-913134,A-bbc346,2024-11-29,,1,Basic,monthly,40,760,9120,false,false,false,false,2024-08-29,US,FinTech,partner
S-0ada66,A-c4ea60,2024-07-29,,1,Enterprise,monthly,18,3582,42984,false,false,false,false,2023-03-09,DE,FinTech,other
S-75fe32,A-3793ee,2024-03-13,,1,Pro,annual,49,2401,28812,false,false,false,false,2023-03-21,CA,Cybersecurity,organic
S-1dfdd0,A-712426,2024-12-30,,1,Basic,monthly,13,247,2964,false,false,false,false,2024-11-10,US,HealthTech,other
S-4815a3,A-19b2c8,2023-08-01,,1,Basic,monthly,22,418,5016,false,false,false,false,2023-06-06,IN,DevTools,other
S-691d69,A-cea1f0,2024-10-18,,1,Enterprise,monthly,22,4378,52536,false,true,false,false,2024-04-07,US,FinTech,event
S-e90e70,A-f51f16,2024-08-27,,1,Basic,annual,2,38,456,false,false,false,false,2023-12-25,US,HealthTech,partner
S-8eb6df,A-c7ffc2,2024-02-17,,1,Enterprise,monthly,30,5970,71640,false,false,false,false,2023-01-27,US,Cybersecurity,partner
S-4dae4f,A-6e08f3,2024-05-09,,1,Enterprise,monthly,20,3980,47760,false,false,false,false,2023-02-27,US,Cybersecurity,event
S-f4376f,A-9ee962,2024-05-21,,1,Basic,annual,9,171,2052,false,false,false,false,2023-02-28,US,HealthTech,ads
S-ce5e0e,A-158f4e,2023-09-17,,1,Pro,annual,61,2989,35868,false,false,false,false,2023-03-03,IN,FinTech,other
S-5bc71c,A-d77f4c,2023-10-24,2024-02-19,0,Basic,monthly,8,152,1824,false,false,false,true,2023-09-25,US,DevTools,partner
S-80af85,A-2edab2,2023-11-22,,1,Basic,annual,17,323,3876,false,false,false,false,2023-11-17,US,HealthTech,event
S-9a115f,A-f5641b,2024-12-29,,1,Enterprise,monthly,45,8955,107460,false,false,false,false,2024-03-30,US,EdTech,other
S-a959a3,A-ad3abd,2023-03-18,,1,Enterprise,monthly,44,8756,105072,false,false,false,false,2023-03-03,US,FinTech,event
S-6def60,A-1e1b80,2023-10-11,,1,Basic,monthly,50,950,11400,false,false,false,false,2023-09-12,CA,FinTech,other
S-2a57b3,A-7e0a10,2024-06-29,,1,Basic,annual,46,874,10488,false,false,false,false,2023-11-18,US,FinTech,ads
S-b39049,A-4e44e8,2024-11-08,,1,Pro,monthly,18,0,0,true,false,false,false,2024-08-20,US,DevTools,ads
S-802cc6,A-eafc6e,2023-11-15,,1,Enterprise,annual,34,6766,81192,false,false,false,false,2023-07-06,US,DevTools,partner
S-19c44c,A-8b0451,2024-12-09,,1,Basic,monthly,41,779,9348,false,false,false,false,2024-09-16,UK,FinTech,event
